,mjd,ra,decl,band,exposure_time,reward
146,58957.125431523884,120.0,0,g,300.0,0.0
147,58957.13126485721,0.0,0,g,300.0,0.0
148,58957.13820930165,360.0,0,g,300.0,0.0
149,58957.14515374609,360.0,0,g,300.0,0.0
150,58957.15209819053,360.0,0,g,300.0,0.0
151,58957.159042634965,360.0,0,g,300.0,0.0
152,58957.1659870794,0.0,0,g,300.0,0.0
153,58957.17293152384,0.0,0,g,300.0,0.0
154,58957.17955189421,160.0,0,g,300.0,89.11714121077249
155,58957.18649633865,160.0,0,g,300.0,131.658279068447
156,58957.19154263494,240.0,0,g,300.0,49.992821299756756
157,58957.197375968266,360.0,0,g,300.0,0.0
158,58957.204320412704,360.0,0,g,300.0,0.0
159,58957.21126485714,360.0,0,g,300.0,0.0
160,58957.21820930158,0.0,0,g,300.0,0.0
161,58957.22515374602,0.0,0,g,300.0,0.0
162,58957.232098190456,360.0,0,g,300.0,0.0
163,58957.239042634894,360.0,0,g,300.0,0.0
164,58957.24598707933,0.0,0,g,300.0,0.0
165,58957.25293152377,0.0,0,g,300.0,0.0
166,58957.25987596821,0.0,0,g,300.0,0.0
167,58957.266820412646,360.0,0,g,300.0,0.0
168,58957.273764857084,360.0,0,g,300.0,0.0
169,58957.28070930152,360.0,0,g,300.0,0.0
170,58957.28765374596,360.0,0,g,300.0,0.0
171,58957.29427411633,160.0,0,g,300.0,125.88290233219095
172,58957.301218560766,160.0,0,g,300.0,120.9047249799578
173,58957.307838931134,0.0,0,g,300.0,0.0
174,58957.31478337557,360.0,0,g,300.0,0.0
175,58957.32140374594,160.0,0,g,300.0,103.9570372789117
176,58957.32802411631,0.0,0,g,300.0,0.0
177,58957.33464448668,160.0,0,g,300.0,92.15395821371808
178,58957.341264857045,360.0,0,g,300.0,0.0
179,58957.34788522741,160.0,0,g,300.0,80.03360005116457
180,58957.35214448667,120.0,0,g,300.0,186.88525188000108
181,58957.35640374593,160.0,0,g,300.0,70.06288694732234
182,58957.3630241163,0.0,0,g,300.0,0.0
183,58957.369968560735,360.0,0,g,300.0,0.0
184,58957.37691300517,0.0,0,g,300.0,0.0
185,58957.38385744961,0.0,0,g,300.0,0.0
186,58957.39080189405,360.0,0,g,300.0,0.0
187,58957.39774633849,360.0,0,g,300.0,0.0
188,58957.404690782925,360.0,0,g,300.0,0.0
189,58957.41163522736,360.0,0,g,300.0,0.0
190,58957.41825559773,160.0,0,g,300.0,23.645789115383437
191,58957.4248759681,360.0,0,g,300.0,0.0
192,58957.43149633847,160.0,0,g,300.0,17.205664381486663
193,58957.438440782906,160.0,0,g,300.0,14.944403332552676
194,58957.445061153274,360.0,0,g,300.0,0.0
195,58957.45200559771,360.0,0,g,300.0,0.0
196,58957.45895004215,360.0,0,g,300.0,0.0
197,58957.46557041252,160.0,0,g,300.0,211.17239697476433
198,58957.472514856956,160.0,0,g,300.0,0.0
199,58957.479135227324,360.0,0,g,300.0,0.0
200,58957.48607967176,360.0,0,g,300.0,0.0
201,58957.4930241162,0.0,0,g,300.0,0.0
